"color","cut","clarity","price","city","depth","carat","table","x","y","z"
G,Ideal,SI2,505,Dubai,61.4,0.36,54.0,4.59,4.66,2.84
E,Very Good,VS1,1889,Madrid,61.8,0.54,58.0,5.23,5.28,3.25
J,Premium,SI1,3792,Madrid,62.4,1.14,59.0,6.7,6.62,4.16
F,Very Good,VS2,13215,Zurich,60.9,1.52,56.0,7.38,7.44,4.51
I,Very Good,VS1,2401,New York City,60.7,0.72,56.0,5.78,5.82,3.52
E,Ideal,SI1,3109,New York City,62.4,0.81,57.0,5.92,5.97,3.71
F,Very Good,SI2,5290,Las Vegas,61.5,1.21,61.0,6.77,6.82,4.18
E,Premium,SI2,834,Dubai,63.0,0.39,61.0,4.65,4.62,2.92
H,Very Good,SI2,3250,Surat,62.4,0.9,58.0,6.11,6.16,3.83
F,Fair,SI1,1133,Tel Aviv,65.8,0.57,58.0,5.2,5.1,3.39
H,Very Good,SI1,613,Amsterdam,62.6,0.37,63.0,4.6,4.5,2.85
G,Very Good,SI1,4265,Kimberly,60.3,0.96,57.0,6.35,6.38,3.84
H,Ideal,SI1,389,Luxembourg,61.9,0.3,54.0,4.33,4.36,2.69
E,Premium,SI1,3323,London,61.9,0.86,61.0,6.07,5.99,3.73
F,Good,SI1,2789,Kimberly,64.2,0.77,52.0,5.81,5.77,3.72
H,Very Good,SI2,4185,Antwerp,58.9,1.01,60.0,6.62,6.58,3.89
E,Premium,VS2,935,Surat,61.3,0.41,58.0,4.74,4.79,2.92
D,Premium,VS1,3365,Las Vegas,62.7,0.74,56.0,5.8,5.77,3.63
G,Good,SI2,8190,Zurich,64.3,1.5,57.0,7.29,7.2,4.66
F,Premium,VVS2,11231,Zurich,62.0,1.24,55.0,6.95,6.88,4.29
F,Good,SI2,1792,Amsterdam,64.1,0.7,58.0,5.58,5.53,3.56
F,Premium,VS1,8669,Kimberly,61.8,1.2,59.0,6.79,6.76,4.19
G,Ideal,VS1,1803,New York City,64.1,0.59,54.0,5.37,5.3,3.42
G,Ideal,VVS1,1080,Antwerp,61.9,0.32,56.0,4.4,4.39,2.72
D,Good,VS1,403,Madrid,58.4,0.26,63.0,4.19,4.24,2.46
F,Very Good,VVS2,12736,Kimberly,61.6,1.32,61.0,6.97,7.02,4.31
H,Ideal,VS2,571,Antwerp,61.2,0.35,56.0,4.53,4.56,2.78
I,Very Good,VS2,435,New York City,60.8,0.31,60.0,4.37,4.42,2.67
I,Good,SI2,11522,Antwerp,63.7,2.19,57.0,8.23,8.19,5.23
E,Premium,SI1,16232,Surat,61.9,1.87,58.0,7.94,7.88,4.9
H,Ideal,SI1,508,Amsterdam,61.1,0.34,56.0,4.52,4.55,2.77
F,Very Good,VS2,951,Kimberly,59.4,0.41,60.0,4.85,4.89,2.89
H,Ideal,SI2,4398,London,60.7,1.02,57.0,6.54,6.51,3.96
D,Premium,SI2,666,Madrid,61.1,0.4,58.0,4.73,4.76,2.9
G,Premium,VVS1,1264,Surat,60.9,0.43,58.0,4.91,4.88,2.98
J,Ideal,VS2,4485,Luxembourg,62.0,1.02,56.0,6.42,6.45,3.99
I,Very Good,SI2,9292,Kimberly,62.0,1.73,58.0,7.6,7.69,4.74
E,Very Good,VS1,7900,Antwerp,63.0,1.06,58.0,6.46,6.49,4.08
H,Premium,VS2,6337,Las Vegas,60.9,1.37,59.0,7.22,7.17,4.38
H,Ideal,VVS2,1806,Surat,61.7,0.55,57.0,5.28,5.26,3.25
E,Ideal,VVS2,949,Dubai,61.3,0.3,57.0,4.3,4.32,2.64
F,Very Good,IF,921,Surat,61.7,0.32,55.0,4.4,4.41,2.72
G,Good,VS2,5601,New York City,61.4,1.04,65.0,6.53,6.47,3.99
D,Ideal,VS1,742,Amsterdam,62.8,0.3,57.0,4.27,4.3,2.69
D,Very Good,VS2,3498,Amsterdam,62.2,0.74,59.0,5.8,5.84,3.62
G,Ideal,VVS2,936,Luxembourg,61.7,0.32,57.0,4.44,4.41,2.73
D,Ideal,SI1,756,Zurich,62.7,0.32,57.0,4.37,4.34,2.73
G,Ideal,IF,2146,Paris,62.9,0.51,58.0,5.07,5.11,3.2
G,Ideal,SI1,3130,Kimberly,61.9,0.74,55.0,5.8,5.83,3.6
G,Ideal,VS1,8093,Luxembourg,61.3,1.06,57.0,6.53,6.56,4.01
I,Very Good,VS1,2129,London,63.1,0.7,54.0,5.61,5.67,3.56
E,Premium,VS1,8176,Las Vegas,59.1,1.0,59.0,6.56,6.51,3.86
F,Premium,VS2,726,Surat,60.5,0.36,59.0,4.61,4.64,2.8
I,Ideal,SI2,2079,Kimberly,62.1,0.7,57.0,5.66,5.71,3.53
H,Ideal,VVS1,4334,Kimberly,62.0,0.88,59.0,6.12,6.13,3.8
H,Ideal,SI2,1863,Luxembourg,61.8,0.83,57.0,6.08,5.99,3.73
I,Premium,SI1,5421,Kimberly,59.3,1.21,59.0,6.98,6.95,4.13
D,Very Good,VS2,6762,Las Vegas,62.6,1.0,58.0,6.31,6.38,3.97
E,Premium,SI1,1624,Luxembourg,61.7,0.51,59.0,5.12,5.09,3.15
G,Very Good,SI1,15241,Kimberly,63.1,1.91,59.0,7.9,7.86,4.97
H,Ideal,SI1,1084,Dubai,62.2,0.55,54.0,5.24,5.28,3.27
F,Fair,SI1,1052,Amsterdam,65.6,0.51,54.0,5.07,5.02,3.31
F,Very Good,VVS1,9908,Kimberly,62.1,1.01,58.0,6.37,6.41,3.97
G,Ideal,SI1,5453,Madrid,60.2,1.07,57.0,6.7,6.59,4.0
G,Premium,SI1,2042,Paris,59.1,0.7,59.0,5.77,5.83,3.43
G,Ideal,VS2,6855,Luxembourg,61.0,1.01,56.0,6.46,6.49,3.95
H,Ideal,IF,3301,Antwerp,62.2,0.73,54.0,5.76,5.82,3.6
H,Good,VS2,537,Kimberly,63.3,0.34,56.0,4.39,4.45,2.8
G,Premium,VVS2,6470,Dubai,61.9,1.01,60.0,6.45,6.41,3.98
G,Ideal,SI2,2789,Kimberly,61.6,0.81,56.0,5.97,6.01,3.69
F,Very Good,SI1,2155,Zurich,60.5,0.7,56.0,5.73,5.8,3.49
I,Good,VS2,8316,Antwerp,61.9,1.5,60.0,7.25,7.28,4.5
H,Premium,SI1,4274,Surat,63.0,1.03,59.0,6.43,6.4,4.04
H,Very Good,SI1,360,Madrid,61.5,0.28,56.0,4.21,4.24,2.6
E,Premium,SI1,524,New York City,61.2,0.32,58.0,4.37,4.42,2.69
J,Ideal,VS2,5606,Antwerp,61.6,1.27,56.1,6.94,7.0,4.29
F,Ideal,SI1,755,Kimberly,62.7,0.41,57.0,4.7,4.74,2.96
F,Premium,VS1,10245,Surat,61.9,1.21,58.0,6.82,6.76,4.2
E,Premium,VS2,6666,Luxembourg,62.0,1.01,59.0,6.44,6.46,4.0
G,Ideal,VVS2,2167,Amsterdam,60.7,0.56,56.0,5.33,5.32,3.23
H,Premium,VVS2,6037,Madrid,60.3,1.0,59.0,6.46,6.41,3.88
I,Ideal,SI2,4103,Kimberly,61.9,1.06,59.0,6.47,6.52,4.02
J,Premium,VS1,647,Las Vegas,62.1,0.41,58.0,4.75,4.79,2.96
I,Ideal,VS1,6469,London,62.3,1.22,57.0,6.81,6.85,4.25
F,Ideal,SI1,600,Madrid,62.0,0.36,56.0,4.54,4.59,2.83
G,Ideal,IF,891,Amsterdam,62.1,0.31,54.0,4.38,4.41,2.73
F,Ideal,SI2,3066,Kimberly,61.8,0.8,59.0,5.94,5.96,3.68
E,Good,SI2,2982,Amsterdam,58.7,0.9,63.0,6.2,6.23,3.65
F,Premium,VS2,625,Kimberly,61.7,0.31,58.0,4.34,4.38,2.69
I,Ideal,VS1,7485,Zurich,61.6,1.25,56.0,6.91,6.95,4.27
E,Ideal,SI1,561,New York City,61.8,0.32,55.0,4.42,4.45,2.74
D,Good,SI1,2641,Antwerp,64.0,0.71,56.0,5.59,5.63,3.59
F,Ideal,VS2,828,Zurich,61.1,0.32,57.0,4.44,4.4,2.7
I,Ideal,SI1,16718,Surat,61.0,2.04,57.0,8.18,8.21,5.0
F,Very Good,SI1,12621,Surat,61.9,1.53,56.0,7.45,7.32,4.57
E,Very Good,VS2,603,New York City,62.7,0.3,53.0,4.32,4.35,2.72
F,Ideal,SI1,2889,Tel Aviv,61.2,0.74,56.0,5.83,5.87,3.58
D,Good,VVS2,548,Las Vegas,57.5,0.25,61.0,4.16,4.19,2.4
H,Very Good,SI1,9660,Tel Aviv,60.7,1.5,63.0,7.3,7.27,4.42
H,Very Good,SI1,3710,Madrid,63.4,0.91,59.0,6.12,6.09,3.87
J,Very Good,VVS2,8712,Antwerp,61.5,1.5,60.0,7.27,7.31,4.48
E,Premium,VS2,1121,Surat,60.9,0.39,60.0,4.71,4.68,2.86
F,Ideal,VS2,7326,Tel Aviv,62.0,1.02,56.0,6.42,6.45,3.99
G,Good,SI1,17902,Kimberly,64.2,2.0,59.0,7.93,7.84,5.06
G,Premium,VVS1,1046,Antwerp,60.5,0.31,60.0,4.4,4.33,2.64
H,Good,SI1,461,Antwerp,63.7,0.32,55.0,4.3,4.33,2.75
H,Ideal,SI1,1421,Zurich,60.2,0.58,57.0,5.47,5.43,3.28
H,Ideal,VS1,1401,Amsterdam,61.2,0.46,55.0,4.96,5.04,3.06
F,Premium,SI2,1329,Amsterdam,61.7,0.62,60.0,5.48,5.45,3.37
E,Very Good,SI2,3139,New York City,60.7,0.9,61.0,6.16,6.22,3.76
I,Ideal,VVS1,791,Las Vegas,61.6,0.38,56.0,4.68,4.71,2.89
E,Ideal,VS2,1948,Luxembourg,61.5,0.53,56.0,5.22,5.25,3.22
E,Ideal,VVS2,1187,Surat,61.4,0.41,57.0,4.76,4.79,2.93
F,Ideal,VS2,7504,Amsterdam,62.1,1.13,56.0,6.71,6.65,4.15
I,Premium,SI2,3761,Zurich,60.5,1.01,61.0,6.47,6.42,3.9
F,Premium,VS2,6037,Surat,58.7,1.0,62.0,6.6,6.51,3.85
F,Ideal,IF,1368,Las Vegas,61.9,0.39,57.0,4.68,4.69,2.9
H,Ideal,SI1,6424,Tel Aviv,62.6,1.29,56.0,6.96,6.93,4.35
D,Ideal,SI2,593,Las Vegas,62.9,0.31,54.0,4.35,4.3,2.72
D,Ideal,VVS1,1413,Madrid,62.7,0.41,56.0,4.77,4.74,2.98
H,Ideal,SI1,5418,Surat,61.7,1.03,57.0,6.47,6.53,4.01
E,Very Good,SI1,1664,Kimberly,62.9,0.59,57.0,5.33,5.36,3.36
I,Very Good,SI1,4193,Antwerp,63.2,1.04,54.0,6.49,6.42,4.08
H,Premium,SI2,2346,Amsterdam,62.2,0.8,58.0,5.99,5.93,3.71
I,Premium,SI2,709,Madrid,61.5,0.42,59.0,4.84,4.78,2.96
G,Ideal,SI1,1329,Luxembourg,62.4,0.53,55.0,5.21,5.18,3.24
I,Very Good,SI2,12839,Antwerp,59.8,2.05,56.0,8.32,8.41,5.0
F,Premium,VVS1,1356,Amsterdam,61.3,0.41,59.0,4.79,4.73,2.92
D,Good,VS1,1743,Zurich,59.3,0.48,58.0,5.09,5.13,3.03
F,Good,SI2,4427,Antwerp,63.1,1.04,60.0,6.35,6.42,4.03
F,Premium,VS2,706,Madrid,61.9,0.35,58.0,4.48,4.54,2.79
F,Good,SI1,3893,Paris,66.1,0.91,57.0,5.99,6.03,3.97
J,Premium,VS2,727,Las Vegas,60.5,0.38,60.0,4.68,4.64,2.82
G,Premium,VVS2,7466,Paris,61.7,1.01,59.0,6.44,6.37,3.95
D,Ideal,SI1,589,Las Vegas,61.5,0.32,56.0,4.39,4.42,2.71
E,Ideal,SI2,1286,New York City,62.2,0.59,55.0,5.38,5.4,3.35
G,Ideal,VS2,526,Las Vegas,61.3,0.3,56.0,4.28,4.33,2.64
H,Ideal,IF,877,London,62.2,0.36,54.1,4.57,4.6,2.86
D,Very Good,SI1,3102,Paris,60.5,0.72,57.0,5.85,5.89,3.55
J,Ideal,SI1,4253,Amsterdam,62.3,1.05,56.0,6.47,6.5,4.04
J,Very Good,VS2,1008,Kimberly,61.6,0.51,58.0,5.09,5.14,3.15
I,Good,SI1,15371,Kimberly,62.2,2.01,61.0,7.94,8.01,4.96
E,Ideal,VVS1,5251,Zurich,61.6,0.77,55.0,5.87,5.95,3.64
H,Ideal,SI1,2354,Paris,62.3,0.72,54.0,5.78,5.75,3.59
H,Ideal,VS1,2585,Zurich,61.9,0.72,56.0,5.73,5.78,3.56
F,Very Good,SI2,2274,Antwerp,60.5,0.75,57.0,5.88,5.95,3.58
F,Premium,SI2,5072,Luxembourg,62.1,1.16,59.0,6.71,6.76,4.18
G,Good,SI2,3906,Zurich,64.2,1.0,57.0,6.25,6.27,4.02
F,Very Good,VS2,1971,Antwerp,59.6,0.61,61.0,5.5,5.58,3.3
G,Ideal,IF,918,Luxembourg,62.2,0.32,53.0,4.41,4.43,2.75
I,Ideal,VS1,6272,Tel Aviv,62.2,1.18,55.0,6.8,6.77,4.22
H,Ideal,SI2,4078,Kimberly,61.3,1.01,59.0,6.5,6.46,3.97
G,Ideal,SI1,831,Surat,61.6,0.45,54.0,4.96,4.98,3.06
H,Very Good,SI1,4476,Antwerp,61.9,1.02,61.0,6.34,6.42,3.95
F,Ideal,SI2,4852,Surat,62.0,1.22,57.0,6.88,6.83,4.25
H,Ideal,VVS2,3371,Antwerp,61.7,0.71,57.0,5.68,5.73,3.53
E,Good,SI2,3889,Tel Aviv,63.7,1.0,61.0,6.32,6.27,4.01
D,Very Good,VVS2,622,Surat,62.2,0.27,59.0,4.08,4.12,2.55
F,Premium,SI1,616,New York City,61.5,0.37,59.0,4.59,4.62,2.83
E,Ideal,VS2,900,Kimberly,62.1,0.32,55.0,4.42,4.4,2.74
G,Fair,SI1,11935,New York City,65.5,2.0,58.0,7.82,7.73,5.09
F,Premium,SI1,739,Surat,61.7,0.43,58.0,4.82,4.84,2.98
H,Fair,SI1,4150,Kimberly,56.3,1.0,63.0,6.63,6.61,3.73
E,Ideal,VS2,811,Kimberly,62.5,0.37,56.0,4.58,4.61,2.87
E,Ideal,VS2,872,London,61.9,0.31,55.0,4.39,4.36,2.71
D,Premium,SI2,5136,Paris,62.5,1.16,60.0,6.7,6.64,4.17
H,Very Good,VVS2,614,Kimberly,61.8,0.33,57.0,4.43,4.46,2.74
J,Good,VS2,3290,Surat,61.3,0.91,61.0,6.18,6.25,3.81
H,Ideal,SI2,14040,Kimberly,61.9,2.01,57.0,8.09,8.06,5.0
D,Premium,SI2,507,Surat,60.8,0.34,60.0,4.49,4.53,2.74
G,Ideal,VVS2,2012,London,61.0,0.52,56.0,5.24,5.18,3.18
F,Premium,VS2,906,London,62.0,0.35,59.0,4.55,4.51,2.81
G,Ideal,VVS2,1024,Paris,61.0,0.35,57.0,4.58,4.54,2.78
G,Premium,SI1,10219,Madrid,61.3,1.54,59.0,7.41,7.38,4.53
H,Fair,VS1,1760,New York City,57.3,0.63,62.5,5.65,5.7,3.25
F,Very Good,VS2,2400,Antwerp,62.2,0.7,56.0,5.7,5.74,3.56
D,Ideal,SI1,772,Tel Aviv,61.8,0.4,55.0,4.74,4.78,2.94
G,Very Good,SI2,1117,Antwerp,63.3,0.58,58.0,5.26,5.29,3.34
E,Good,VS2,2559,Kimberly,59.2,0.7,64.0,5.8,5.75,3.42
H,Ideal,IF,1920,Amsterdam,62.0,0.53,54.0,5.19,5.23,3.23
H,Ideal,VS2,467,Amsterdam,61.9,0.28,55.0,4.2,4.23,2.61
J,Premium,VS2,3685,Kimberly,62.0,1.0,62.0,6.42,6.35,3.96
I,Good,VS1,8210,Antwerp,65.8,1.51,57.0,7.09,7.17,4.69
E,Premium,VS1,1079,Surat,60.7,0.41,58.0,4.79,4.83,2.92
F,Ideal,VS1,765,Antwerp,62.8,0.33,55.0,4.41,4.45,2.78
I,Ideal,SI1,506,Madrid,62.3,0.3,56.0,4.35,4.32,2.7
I,Premium,VS2,5983,Antwerp,61.0,1.26,59.0,6.97,6.91,4.23
G,Premium,VS2,2050,Luxembourg,61.0,0.67,61.0,5.66,5.61,3.44
H,Good,VS1,512,Madrid,63.2,0.3,59.0,4.31,4.27,2.71
F,Ideal,SI2,568,London,60.9,0.38,56.0,4.69,4.74,2.87
G,Ideal,VVS2,965,New York City,61.5,0.33,56.0,4.49,4.45,2.75
G,Premium,VS1,1624,New York City,59.7,0.5,60.0,5.11,5.14,3.06
E,Fair,VS2,1397,Tel Aviv,64.9,0.5,56.0,5.01,4.95,3.23
G,Ideal,VS2,9590,Paris,60.9,1.25,57.0,6.96,6.99,4.25
D,Ideal,SI1,780,Luxembourg,62.5,0.33,54.0,4.44,4.43,2.77
F,Ideal,SI1,792,Surat,61.6,0.43,57.0,4.8,4.85,2.97
H,Very Good,SI1,5780,Antwerp,61.9,1.11,58.0,6.63,6.65,4.11
J,Ideal,SI2,5034,Madrid,62.0,1.09,55.0,6.58,6.64,4.1
F,Premium,SI1,5724,Antwerp,62.5,1.04,60.0,6.46,6.43,4.03
H,Ideal,VS2,603,London,61.7,0.37,55.0,4.64,4.67,2.87
E,Ideal,VS1,905,Antwerp,61.7,0.38,53.0,4.69,4.71,2.9
I,Premium,VS2,15379,Antwerp,62.1,2.01,59.0,7.98,8.06,4.98
F,Premium,SI1,992,Amsterdam,61.8,0.42,58.0,4.84,4.81,2.98
E,Ideal,VS2,1689,Amsterdam,61.2,0.52,56.0,5.16,5.23,3.18
J,Ideal,SI2,344,Surat,62.2,0.31,54.0,4.35,4.37,2.71
J,Very Good,VS1,1988,Kimberly,62.7,0.72,58.0,5.67,5.72,3.57
I,Very Good,SI2,1907,Paris,63.4,0.72,56.0,5.67,5.72,3.61
J,Ideal,VS2,8217,Luxembourg,62.0,1.51,56.0,7.3,7.34,4.54
I,Premium,VVS1,709,Antwerp,61.1,0.3,59.0,4.33,4.31,2.64
D,Ideal,VS2,1892,Luxembourg,61.1,0.54,57.0,5.22,5.25,3.2
F,Ideal,VS2,9236,Las Vegas,61.4,1.26,57.0,7.02,6.96,4.29
E,Premium,SI2,5127,Surat,61.4,1.09,58.0,6.67,6.63,4.08
I,Ideal,VS1,491,Kimberly,61.0,0.3,58.0,4.3,4.33,2.63
G,Premium,SI2,4038,Madrid,63.0,1.01,58.0,6.34,6.29,3.98
D,Premium,VVS2,3618,Dubai,60.0,0.71,58.0,5.92,5.84,3.53
G,Premium,VS2,2994,Antwerp,62.0,0.81,58.0,5.95,5.92,3.68
E,Ideal,VS2,844,Zurich,62.1,0.3,55.0,4.32,4.28,2.67
I,Ideal,SI1,982,Antwerp,62.0,0.5,55.0,5.09,5.14,3.17
J,Premium,SI2,3861,Amsterdam,60.4,1.14,59.0,6.8,6.74,4.09
E,Ideal,VVS2,1216,Kimberly,61.3,0.42,56.0,4.81,4.85,2.96
J,Ideal,SI1,8840,Surat,63.3,1.75,59.0,7.63,7.57,4.81
D,Ideal,VVS2,1078,Paris,61.4,0.4,56.0,4.75,4.8,2.93
D,Ideal,SI1,1715,Luxembourg,62.6,0.54,55.0,5.23,5.19,3.26
H,Premium,VS1,526,Surat,61.4,0.3,59.0,4.3,4.33,2.65
G,Very Good,VS2,561,Paris,62.8,0.32,58.0,4.31,4.35,2.72
H,Very Good,SI1,4469,Dubai,60.0,1.0,63.0,6.37,6.34,3.81
H,Very Good,SI2,5775,Kimberly,62.8,1.25,55.0,6.82,6.87,4.3
G,Premium,SI2,6464,Antwerp,61.7,1.34,58.0,7.04,7.1,4.36
G,Premium,VS1,776,Surat,61.8,0.3,59.0,4.37,4.34,2.69
G,Premium,VS2,9471,Surat,62.8,1.35,59.0,7.04,7.01,4.41
H,Premium,SI2,10687,London,62.5,1.71,57.0,7.67,7.62,4.78
E,Very Good,SI2,3002,New York City,60.4,0.77,58.0,5.91,5.95,3.58
D,Premium,VS2,816,Antwerp,61.7,0.31,58.0,4.37,4.32,2.68
E,Very Good,SI1,687,Paris,62.9,0.4,59.0,4.69,4.72,2.96
G,Ideal,VS2,1761,Zurich,60.0,0.58,56.0,5.45,5.48,3.28
H,Ideal,VS2,489,New York City,62.2,0.31,55.0,4.35,4.39,2.72
E,Very Good,SI1,579,Paris,60.3,0.33,60.0,4.47,4.49,2.7
F,Premium,VVS2,1196,New York City,61.6,0.44,58.0,4.85,4.89,3.0
E,Very Good,VS1,7002,Luxembourg,61.2,1.0,57.0,6.43,6.47,3.95
E,Premium,VS1,1882,Zurich,60.1,0.56,61.0,5.38,5.31,3.21
J,Premium,VS1,17451,Madrid,62.3,2.31,61.0,8.55,8.43,5.29
E,Premium,SI2,576,Antwerp,59.7,0.32,60.0,4.45,4.43,2.65
E,Very Good,VVS2,620,Antwerp,62.0,0.27,59.0,4.14,4.18,2.58
F,Fair,SI2,3170,Antwerp,66.3,1.09,56.0,6.47,6.39,4.27
E,Premium,VS2,767,Amsterdam,61.6,0.35,58.0,4.52,4.57,2.8
I,Very Good,SI1,1390,Luxembourg,63.0,0.64,57.0,5.47,5.52,3.46
E,Very Good,SI1,4382,Zurich,63.2,0.9,54.0,6.1,6.17,3.88
F,Ideal,IF,2802,Surat,61.9,0.53,54.0,5.22,5.25,3.24
E,Very Good,VS1,3192,Antwerp,61.5,0.71,57.0,5.74,5.77,3.54
F,Premium,VS2,2838,Paris,59.5,0.7,58.0,5.85,5.75,3.45
D,Good,SI1,1310,New York City,63.7,0.54,57.0,5.22,5.14,3.3
F,Ideal,IF,901,Las Vegas,61.2,0.31,56.0,4.38,4.41,2.69
I,Very Good,SI1,4538,Kimberly,63.3,1.0,56.0,6.27,6.36,4.0
I,Ideal,VVS2,497,Surat,62.2,0.28,55.0,4.21,4.24,2.63
I,Ideal,SI2,4428,Madrid,61.6,1.11,54.0,6.66,6.72,4.12
D,Very Good,SI2,4419,Dubai,63.7,1.0,55.0,6.32,6.37,4.04
J,Very Good,SI2,5787,Madrid,62.3,1.34,61.0,6.97,7.05,4.37
I,Premium,VS2,6084,New York City,61.0,1.25,59.0,6.98,6.89,4.23
F,Premium,VS1,7310,Dubai,62.8,1.11,56.0,6.62,6.57,4.14
G,Very Good,SI2,2545,New York City,63.4,0.81,58.0,5.87,5.92,3.74
E,Good,SI1,8820,New York City,64.1,1.5,56.0,7.21,7.14,4.6
H,Ideal,SI2,3634,Amsterdam,60.8,1.03,56.0,6.56,6.47,3.96
F,Ideal,SI1,5837,Paris,62.2,1.17,56.0,6.71,6.73,4.18
E,Premium,SI1,1443,Madrid,58.8,0.51,58.0,5.28,5.23,3.09
G,Fair,VS2,1002,Kimberly,65.3,0.46,56.0,4.83,4.76,3.13
E,Premium,SI1,2821,Kimberly,59.6,0.73,61.0,5.92,5.85,3.51
D,Premium,SI1,589,Antwerp,60.9,0.32,60.0,4.39,4.41,2.68
F,Ideal,VVS1,802,Antwerp,62.1,0.3,55.0,4.31,4.35,2.69
D,Very Good,SI2,1243,Kimberly,63.4,0.5,59.0,5.03,5.0,3.18
F,Ideal,IF,733,Las Vegas,62.0,0.26,56.0,4.07,4.1,2.53
F,Ideal,SI2,2386,Luxembourg,59.5,0.83,57.0,6.13,6.1,3.64
G,Ideal,VVS2,4130,Surat,62.1,0.82,56.0,5.97,6.01,3.72
G,Good,VVS2,7332,Las Vegas,62.4,1.01,59.0,6.32,6.37,3.96
F,Very Good,SI1,3093,Luxembourg,63.1,0.8,58.0,5.89,5.93,3.73
I,Ideal,VS1,3906,New York City,62.1,0.91,57.0,6.2,6.23,3.86
F,Very Good,IF,914,Kimberly,61.4,0.31,55.0,4.39,4.41,2.7
H,Premium,SI2,4872,Surat,60.2,1.16,59.0,6.84,6.78,4.1
E,Good,SI2,1758,Surat,56.9,0.7,63.0,5.78,5.71,3.27
I,Premium,VS2,10222,Antwerp,60.2,1.59,60.0,7.61,7.58,4.57
E,Very Good,SI2,1975,Kimberly,63.1,0.73,59.0,5.76,5.72,3.62
G,Ideal,VS2,596,New York City,61.1,0.34,55.0,4.52,4.55,2.77
E,Ideal,VVS1,1433,Dubai,61.3,0.43,57.0,4.84,4.88,2.98
E,Very Good,SI2,4250,New York City,61.7,1.15,60.0,6.7,6.78,4.16
F,Ideal,VS2,3756,Kimberly,61.7,0.81,57.0,5.97,6.02,3.7
I,Ideal,SI1,9926,Amsterdam,61.5,1.5,57.0,7.4,7.35,4.54
H,Premium,VS2,10331,Kimberly,62.4,1.56,58.0,7.44,7.39,4.63
G,Premium,VVS1,531,Surat,61.3,0.23,59.0,3.96,3.94,2.42
H,Fair,VS1,4455,Dubai,71.8,1.02,56.0,6.04,5.97,4.31
E,Fair,SI1,5624,Amsterdam,65.1,1.03,58.0,6.35,6.24,4.1
G,Very Good,SI2,2141,London,61.7,0.7,60.0,5.67,5.7,3.51
H,Ideal,VS2,14017,Antwerp,62.1,1.71,56.0,7.64,7.7,4.76
E,Good,SI1,687,Luxembourg,63.8,0.4,56.0,4.7,4.74,3.01
G,Premium,VS1,965,Kimberly,62.3,0.44,59.0,4.82,4.87,3.02
J,Premium,SI1,4492,Las Vegas,59.7,1.21,60.0,6.9,6.93,4.13
F,Ideal,VS2,776,Luxembourg,62.9,0.3,57.0,4.33,4.29,2.71
H,Ideal,VS1,675,Surat,61.6,0.3,55.0,4.3,4.27,2.64
E,Good,VS2,6160,Dubai,57.4,1.0,58.0,6.61,6.57,3.78
G,Ideal,VS1,7223,Antwerp,62.5,1.0,54.0,6.41,6.45,4.02
F,Premium,VS1,1010,Kimberly,62.0,0.39,56.0,4.72,4.64,2.9
H,Good,VS2,537,Paris,63.2,0.34,55.0,4.46,4.5,2.83
I,Very Good,SI1,4948,Antwerp,62.9,1.04,54.0,6.42,6.49,4.06
I,Ideal,SI2,4999,Tel Aviv,61.8,1.17,54.0,6.78,6.82,4.2
E,Premium,SI1,5012,Zurich,62.7,1.13,57.0,6.65,6.62,4.16
I,Ideal,SI1,5510,Antwerp,61.8,1.2,56.0,6.8,6.77,4.19
H,Premium,VS2,8877,Kimberly,61.9,1.36,58.0,7.15,7.09,4.41
G,Ideal,VS1,2724,Zurich,62.7,0.72,55.0,5.71,5.68,3.57
G,Good,SI2,3941,Paris,64.0,1.0,55.0,6.3,6.26,4.02
J,Premium,VS1,810,Surat,60.7,0.4,60.0,4.79,4.76,2.9
F,Very Good,VS1,988,Madrid,58.7,0.38,63.0,4.75,4.79,2.8
J,Ideal,VS2,613,Surat,61.7,0.41,55.0,4.8,4.82,2.97
E,Very Good,VS1,391,Kimberly,62.8,0.23,55.0,3.88,3.9,2.44
I,Premium,VS2,576,Luxembourg,61.1,0.32,57.0,4.42,4.39,2.69
J,Very Good,VVS2,2226,Las Vegas,61.1,0.71,58.0,5.7,5.75,3.5
H,Very Good,VS1,807,Antwerp,62.6,0.4,58.0,4.68,4.71,2.94
F,Premium,VS2,802,Antwerp,61.8,0.31,59.0,4.33,4.31,2.67
E,Ideal,VVS1,1028,Kimberly,62.4,0.31,56.0,4.37,4.35,2.72
E,Ideal,VVS2,837,New York City,61.1,0.3,57.0,4.34,4.36,2.65
E,Premium,SI2,4200,Las Vegas,62.8,1.0,59.0,6.34,6.3,3.97
D,Ideal,SI2,5548,Surat,61.4,1.14,56.0,6.69,6.77,4.13
E,Very Good,VS1,1250,Paris,62.7,0.4,55.0,4.69,4.72,2.95
I,Premium,VS2,16861,Surat,59.6,2.02,60.0,8.25,8.2,4.9
E,Very Good,VVS2,988,Luxembourg,61.4,0.4,56.0,4.74,4.81,2.93
H,Good,VS1,2637,Antwerp,60.0,0.72,61.2,5.74,5.83,3.47
G,Ideal,VS2,7140,New York City,62.1,1.13,53.0,6.69,6.74,4.17
F,Very Good,VS2,686,Madrid,62.9,0.34,55.0,4.46,4.48,2.81
D,Very Good,VS2,6776,Surat,63.5,1.0,57.0,6.37,6.32,4.03
E,Ideal,VS2,3189,Zurich,59.5,0.74,57.0,5.92,5.94,3.53
